gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
JAZF1,3573,1054,6609,1327,4529,3249,9226,4319,1355,1508,1147,910,5421,3349,1464,6780,2638,2601,3290,2235,2267,378,2419,3521,4592
JDP2,3386,569,3581,983,3444,1694,4443,2390,929,2309,671,702,4272,2538,1126,3757,2504,2073,3170,1844,2710,1138,2445,3724,2108
JRK,5792,10462,4832,8843,11486,3540,4154,6486,11622,2321,4243,13482,6397,4659,8578,6441,6361,5298,2385,11204,4848,19431,4045,13663,7176
JRKL,2793,4219,2709,3980,4416,3045,3835,3026,2454,3249,5491,2421,4480,3405,5443,3552,3948,3630,4257,4706,4645,4200,2719,3730,3772
JUN,32550,15074,88437,39921,376176,41979,190655,41524,228787,255726,33732,12129,99687,100590,102425,115348,35790,57571,173262,49305,71980,41484,72610,169540,73188
JUNB,22745,4348,78686,30635,304039,17160,113537,41215,29117,85767,22148,8955,80461,59669,11700,163616,83066,51985,126007,26713,94384,4301,96646,199031,67800
JUND,18565,32898,57504,28236,54262,26971,70022,30883,48607,88276,44956,17994,45294,39616,13828,46670,25063,36523,69438,25980,68475,27126,52933,52649,24748
KCMF1,12577,20257,10383,13201,11974,13203,13934,14305,14083,14603,14222,12922,13903,11878,8902,13598,12768,9246,14245,11625,10158,9966,9000,10289,12139
KCNIP3,1221,47,1380,535,754,431,1498,776,218,364,132,388,1120,691,403,2901,764,563,485,1050,1083,1038,502,1102,850
KDM2A,22330,31861,20581,25579,31001,38763,24331,25515,21057,15694,35952,24458,32682,20696,21596,29897,31357,22634,28055,22958,22661,17931,21730,27755,32932
KDM2B,4326,9501,4684,3068,6472,4386,4349,4945,5305,3333,5405,4975,4493,4456,3236,4677,4469,4244,2796,5040,3217,3842,2631,4793,5512
KDM5B,15291,16450,16000,22759,16621,20683,22369,17527,20537,18409,25759,35368,22126,17698,19932,21360,22228,18956,30817,23257,17069,16391,14523,17921,33652
KIN,3711,5777,3512,4810,3822,2351,3175,2418,2990,3051,3630,1657,3231,2729,4231,3142,4407,4626,3566,4936,4564,1872,2472,3364,4263
KLF1,2,2,7,18,28,9,34,16,27,23,42,11,21,4,8,12,4,8,25,25,36,5,9,17,17
KLF10,4297,2126,5981,2609,24041,5682,19354,10398,8284,6832,3926,6457,17516,7885,3122,26431,11408,6467,12817,6181,3974,2254,9252,17007,9309
KLF11,2103,1821,2357,2016,3612,4300,6611,3926,2529,2456,2480,4333,6873,2502,2261,3885,2190,2654,5530,3133,1365,515,2131,2990,3801
KLF12,1540,2904,2991,1159,7213,2056,3049,3220,1761,1216,2486,1172,2923,2650,1927,3019,1504,2106,1354,1368,2188,1726,1880,2825,2949
KLF13,6555,3755,7248,2430,18620,8772,16478,24854,7430,9578,8805,13603,15989,7399,11091,16679,12199,5121,10659,9129,4324,1330,5623,13322,13199
KLF15,6564,6987,5712,7552,5372,9164,4214,7242,11162,17857,6562,4529,5190,9677,4736,8220,5425,6282,7200,4351,13455,11468,13233,5590,12106
KLF16,4175,2233,4530,4348,2835,3351,4506,3795,4361,6646,6451,5841,6407,4279,2534,5546,3456,4951,5442,2826,2843,3369,3722,3358,3333
KLF17,2,2,33,13,29,25,89,14,4,3,16,4,36,0,9,15,30,35,27,9,17,3,28,33,46
KLF2,3687,1424,8320,2552,13784,2429,8690,5145,12818,11617,896,1267,8369,8185,1218,7510,2997,3354,6470,1886,8529,985,10866,14137,6678
KLF3,17908,14449,11676,20803,20250,25024,30478,21336,19665,21804,23236,16805,24887,16303,20384,29166,34034,20687,26594,17061,12391,16858,11246,27485,24593
KLF4,3704,5892,6514,4417,34071,6415,12991,5578,21448,23547,4787,1711,11013,9898,5432,19069,14056,7395,8125,8637,8489,2176,9643,37877,8162
KLF5,5057,1022,1753,5493,10630,6699,16201,5941,2255,9498,6280,1797,14749,5504,8052,16532,16389,4307,12810,11211,3443,1641,3605,9281,4855
KLF6,9466,9996,12182,7844,74749,13202,57611,18090,27534,12416,9228,5963,22144,10445,7124,27531,32046,16148,30638,13232,16955,3739,18418,47263,17542
KLF7,3344,2796,3562,1448,23651,5221,7047,5705,4825,3387,3152,2128,7195,3125,5244,7961,5632,5085,3507,6255,4283,1260,3977,6366,10787
KLF8,815,44,1065,630,1903,611,1190,948,360,372,407,131,1598,757,1301,1396,1242,970,446,2052,1100,1463,885,1077,2145
KLF9,20175,21004,15233,8220,29634,18202,31426,18359,27665,24975,16587,10424,20332,18235,11896,29731,20305,15575,28557,12016,13720,19575,15356,18375,20555
L3MBTL3,7093,4324,3967,3591,4432,5232,5386,3452,8538,5594,8812,5070,4355,6210,6904,5766,4840,5697,3441,11407,4771,4638,4926,5640,7003
L3MBTL4,437,13,399,47,545,249,822,237,59,131,86,54,782,189,137,586,580,211,247,441,230,31,84,357,416
LBX1,0,0,14,0,0,1,1,0,1,4,0,2,0,2,1,0,0,0,2,0,0,0,0,4,0
LBX2,81,9,30,33,49,14,20,37,7,10,36,27,14,25,39,111,17,72,19,39,36,30,17,37,63
LCOR,8259,12370,5618,25649,14877,5907,4658,8884,6962,9449,8723,4171,8058,7705,14078,9604,13103,11438,4306,9239,7788,19127,3114,9380,7800
LCORL,2356,2581,1788,4458,3002,3118,3034,4727,1951,2102,6109,4821,3381,2539,5457,3137,4426,4043,4025,4760,2674,2280,2289,2929,3405
LEF1,3100,138,2326,775,4448,1844,3557,3950,1141,9671,1118,299,2629,1405,852,4279,2461,3042,7367,4255,2334,214,2656,3105,3323
LEUTX,0,1,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,5,2
LHX2,91,1,15,17,9,72,15,16,0,23,13,57,29,17,10,16,3,11,13,44,6,159,24,20,17
LHX3,102,2,14,13,72,7,0,2,1,1,2,5,1,3,0,0,1,3,1,0,0,28,1,3,30
LHX4,698,655,546,1462,1315,339,216,277,498,142,245,382,349,167,1469,323,1070,1010,126,1771,488,679,371,1071,1499
LHX5,0,1,4,1,0,5,0,1,0,3,0,6,1,1,0,1,0,4,1,0,1,6,1,1,2
LHX6,1738,615,504,218,820,2568,438,513,203,1625,427,766,1017,1104,572,542,390,1227,2826,250,866,1096,498,745,1072
LHX8,3,1,1,0,0,13,0,0,0,1,1,13,3,0,2,0,0,14,3,3,0,0,0,10,2
LHX9,3,12,3,1,6,22,4,1,1,46,4,20,3,6,4,1,1,18,10,12,2,0,9,23,4
LIN28A,6,5,4,15,16,23,1,4,8,9,6,13,5,4,8,5,12,26,5,12,10,5,11,15,11
LIN28B,1,5,1,0,0,11,2,4,0,8,1,207,1,5,0,2,0,26,0,4,0,38,3,7,2
LIN54,3062,2008,2176,3054,3200,4109,3431,3334,2292,3149,4924,2950,3358,2637,3111,3580,2728,3118,2630,2433,2912,3348,1906,2905,3479
LMX1A,10,12,10,3,6,9,18,55,0,8,1,44,0,3,0,4,1,22,2,8,0,11,1,13,11
LMX1B,2545,878,524,378,194,444,530,526,379,408,221,20,500,285,1501,365,24,84,25,97,64,1287,205,942,426
LTF,116743,32,543,1826,159117,58010,37224,8884,166,1164,3230,2163,102751,10066,33954,531610,281711,587,18831,7085,4383,709,2003,135016,1845
LYL1,1055,142,1545,234,772,705,592,1008,136,703,631,402,929,704,332,554,406,523,528,355,529,295,517,661,718
MAF,8862,12589,8942,4627,13320,13134,15313,7569,3187,4351,3200,2373,14429,15564,6693,10625,7977,7492,12286,10866,7036,24805,11077,9086,23698
MAFA,25,4,43,33,253,5,11,5,19,11,11,2,11,9,0,12,17,19,21,7,2,27,21,25,3
MAFB,7240,9998,6432,3985,7115,7029,6499,7487,9320,10049,17473,5357,6751,9638,3655,3481,9870,7963,16170,9084,4126,3122,3161,7267,8767
MAFF,5602,4078,5713,5964,18871,7589,41383,10085,5689,19016,8692,4969,10490,5907,3181,19604,14216,9538,20578,5595,7820,3376,6330,14648,4088
MAFG,5259,4499,7068,6412,6972,4806,6893,6830,5416,4871,4269,5977,6958,4935,5356,9472,7752,5020,6149,5923,3792,6946,3772,7516,7542
MAFK,4655,2383,5069,4595,8889,2040,6226,3312,4884,3928,2625,1871,4966,2920,4353,6253,7154,5276,3681,6045,5118,1771,6717,7112,6874
MAX,13380,13453,13999,12056,12145,14909,14102,16403,13458,14407,11242,14345,15534,12370,12154,14202,15684,13255,13715,13146,10709,13839,13296,13261,14621
MAZ,13409,17602,19751,16726,17870,22039,13458,18290,28149,16089,26134,50273,20180,36251,19705,19480,8741,14809,13639,9270,15868,27494,13668,14968,10440
MBD1,15183,15204,12977,20229,13766,18680,13206,11234,20050,9621,13629,15912,13836,11390,14982,14986,16937,15991,9523,16969,15427,11389,14992,12189,15834
MBD2,25991,13659,12685,12714,11683,22147,15300,15462,24278,18896,20381,17872,16448,13118,10110,14140,13241,10160,15071,13709,19523,13755,10430,11309,14873
MBD3,23970,18208,23958,23055,11190,15563,11897,14262,20561,26638,15511,21231,14353,19082,12560,12846,6490,14040,12007,10406,16517,27181,16296,14434,11506
MBD4,14398,11571,5849,8283,8765,8082,6779,7287,6786,6843,6570,5729,8851,5751,7047,7198,7895,7273,12853,8888,9986,5434,7765,6220,11260
MBD6,23005,19044,19892,12882,19824,29469,25387,21741,19203,11128,13885,26213,22845,15022,20939,19023,17493,19976,22139,32666,16601,16023,19935,18486,24068
MBNL2,4733,419,5902,3414,8318,10260,17040,14949,3749,10979,8903,2169,13446,5177,7076,11202,9945,4605,9939,7513,3183,614,7244,7868,9287
MECOM,2259,585,1380,1027,3793,1999,3960,3280,703,1593,1933,652,7966,1747,1191,3535,3690,1380,4228,2341,1219,243,1605,3373,3767
MECP2,13053,9045,15471,17632,15503,13993,20446,19309,9184,12820,12779,16605,19464,13737,15182,23152,17842,15057,11769,18097,12107,11054,12371,18615,29495
MEF2A,6183,4675,9720,7619,14539,8974,15912,12674,6799,7465,7855,6852,12779,8286,10756,13274,13903,10961,8564,10779,9790,6219,8867,13721,14326
MEF2C,3751,1066,5762,1762,5015,4414,6229,6536,1441,5102,2106,908,6462,3022,3189,5288,4285,5280,4711,2816,4888,783,3717,4914,7765
MEF2D,16002,10270,19946,13172,15157,16455,24410,23765,15999,16854,13739,14199,21536,13779,16052,25886,14909,17580,14496,14444,16089,10513,17008,22738,26925
MEIS1,6078,124,12326,7607,10931,2995,6107,5696,1708,685,892,1449,5753,3079,2279,6456,4265,4286,2339,5464,8761,441,7880,8263,12482
MEIS2,5809,64,8606,1209,9110,4157,12624,8095,1352,859,1418,1058,13657,4354,3549,10322,3916,3673,3153,5036,6050,156,5492,7441,9387
MEIS3,5283,7702,7669,6127,4936,3173,4516,2592,479,11326,4210,263,4271,7573,6105,5812,2137,5398,1225,923,11569,3386,7555,6882,1731
MEOX1,508,8,4159,82,1780,1818,1034,1680,285,784,279,37,2014,1167,191,806,485,1361,730,278,280,87,694,320,1400
MEOX2,33,7,573,92,130,89,283,140,44,1202,21,15,519,591,60,360,2,347,359,39,348,240,469,354,640
MESP1,32454,61285,30288,14208,2954,17048,16095,7959,32736,25341,34567,3715,13351,38178,18106,16545,18728,24578,12977,4667,40399,9880,33557,14584,11817
MESP2,316,566,229,283,241,541,152,44,1131,377,1226,127,546,248,183,260,193,378,344,132,838,309,386,293,162
MGA,5903,8269,6832,8537,10724,8659,10721,10827,9706,4618,11644,12543,12080,8650,12089,11299,13907,7954,8376,11369,7747,8944,7100,12298,12283
MITF,2629,512,4736,1677,4225,3017,7459,7871,1479,923,1777,853,5149,2509,1469,4504,2287,1929,2281,1687,2418,381,3250,3852,4124
MIXL1,53,6,12,4,68,13,31,8,2,7,2,7,8,11,5,13,3,7,9,9,13,11,2,56,6
MKX,3416,373,4629,597,6014,3075,11913,7419,1831,284,872,562,4724,3279,911,7802,4251,2304,4621,3428,3611,4195,2781,2871,4901
MLX,13971,12915,9395,5855,9402,10358,14022,14769,17446,8762,8893,14982,12874,10460,11282,13286,13871,9560,11790,15309,9333,7885,11426,7818,9869
MLXIP,17717,14382,26029,18185,27279,10690,23667,24229,19433,8072,8858,25037,22932,9993,18537,24280,35465,17516,16988,25491,16226,8560,19110,27463,24424
MLXIPL,3216,128,361,876,829,123,271,393,173,292,104,591,822,282,368,685,465,284,640,618,827,420,1355,346,390
MNT,4878,7109,6061,6939,8955,5058,6924,7209,5717,4717,8226,8128,6139,4644,7651,6986,7803,6616,4838,7381,5987,5732,5274,7685,8405
MNX1,2199,2416,1160,221,3026,1094,1438,372,1836,576,376,1968,635,3536,485,1081,1335,2287,1000,1636,317,1052,3505,208,763
MSC,797,25,1168,129,903,724,2078,1625,340,1082,528,149,1102,683,192,572,1685,833,1940,492,547,187,311,616,550
MSGN1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0,0,1,2
MSX1,1357,1062,1981,519,700,1449,2387,551,100,1672,485,1426,1584,868,465,1335,785,693,1543,809,449,233,1389,311,895
MSX2,563,180,698,41,417,909,1026,70,23,203,19,1242,1167,338,148,461,101,62,58,604,347,1026,896,761,223
MTF1,3206,2663,4416,4312,3770,4927,4461,5320,3670,3219,4177,4664,5807,3586,6070,5947,7208,4428,4116,5028,3181,2690,3751,4715,4967
MTF2,5143,4986,5051,7602,6412,3452,3444,4248,5555,3781,4238,4946,4637,2810,5336,4636,5579,5208,5759,5983,6836,4088,4821,5530,7737
MXD1,2887,2774,3579,4192,6328,3271,4794,3380,9796,3180,2362,3989,4404,3118,4132,5149,6198,3881,3688,3754,4231,1794,4705,5244,4471
MXD3,9912,4689,2038,6991,4483,1160,997,1686,4851,2477,816,1693,2190,2417,1747,1385,1883,3638,1437,2544,4172,5852,3946,2612,2657
MXI1,8609,5208,9977,22478,11271,13644,12693,19512,8265,18283,7885,4705,14322,12749,10354,19977,10913,8025,7815,10284,9169,24098,7980,16307,14741
MYB,1470,269,382,7418,2633,2888,2066,1278,3981,10014,1919,1572,1557,5721,176,2960,3678,2940,2934,1316,272,1208,471,3084,1328
MYBL1,1103,1025,638,1140,1745,598,662,741,530,360,303,186,1145,651,314,799,829,827,750,629,824,2311,478,1069,917
MYBL2,3264,6471,836,497,1227,1262,1084,625,1476,1232,724,2632,5658,2568,167,651,306,872,3048,975,1039,2482,1511,650,976
MYC,24751,31451,26210,20247,16420,31060,18551,29175,67494,40306,20762,55555,22087,26773,28472,42815,19705,17410,18472,12803,9940,27889,30495,30364,25313
MYCN,58,21,27,9,34,31,10,21,6,66,47,19,96,25,49,17,22,38,24,11,27,12,7,12,45
MYF5,1,5,2,0,0,6,1,1,0,3,0,5,1,1,0,0,0,2,16,2,5,0,0,8,3
MYF6,2,0,4,0,0,4,0,0,1,0,0,1,0,0,0,0,0,2,271,1,43,5,5,4,8
MYNN,6555,5700,3242,4561,6821,4185,4204,4095,3809,3188,4433,4425,5107,3658,3108,4556,4720,3758,4898,4766,4453,3446,4242,3801,6052
MYOD1,0,3,1,1,0,0,0,1,1,7,2,3,2,0,2,0,0,1,15,3,0,0,0,10,2
MYOG,3,1,3,2,0,4,0,0,1,2,0,2,1,1,1,0,0,4,158,5,2,0,1,0,2
MYPOP,2486,1960,1986,2125,1132,1982,1699,1552,1707,2209,1086,1828,1554,1687,1306,1306,1026,1047,1567,1696,1700,1634,1669,1554,1313
MYSM1,11695,13363,9202,33832,19855,10088,9835,10997,17792,7072,11825,7951,12929,11623,35160,13901,31006,25489,11205,24456,19180,16369,11870,17159,23958
MYT1,269,129,66,720,135,53,55,1570,7,82,14,6317,53,5,38,30,69,100,278,50,11,112,25,65,377
MYT1L,127,86,145,124,107,128,74,107,85,178,59,77,101,64,141,125,220,201,74,194,97,119,133,163,139
MZF1,20481,10070,13569,23641,9211,6910,7156,5808,10405,10970,2755,14179,6602,7835,15557,7130,12408,16368,5685,14731,19547,12158,13414,14144,10404
NACC2,6658,3968,9420,7844,6618,8455,9893,10219,6773,4904,5816,3091,11737,5145,5412,14484,7786,4816,7466,5714,5179,5339,6740,9077,10944
NAIF1,2456,2511,2065,2031,2012,2113,1667,1812,1754,1912,2164,2594,1696,1896,1696,1696,1479,1453,2122,1694,1138,1612,1383,1653,1736
NANOG,58,22,48,90,38,29,17,11,46,23,13,46,21,24,65,13,68,124,11,105,90,35,49,66,43
NCOA1,16813,20192,15117,13752,25011,17839,18248,26671,10332,8784,19425,24151,18076,11199,12317,20342,25383,13223,12090,17277,12127,10752,8865,20951,21223
NCOA2,17053,11512,11977,17791,29529,20512,15529,21139,17922,9940,26748,12293,21629,23385,28356,21469,21999,17857,20357,21816,15822,42500,10199,30749,20929
NCOA3,7964,4275,9435,9333,12223,10914,14830,11076,8368,7231,15094,6977,17038,8155,13663,12838,13355,11341,14099,14227,9686,7066,7402,12696,15078
NEUROD1,2,5,2,2,1,6,0,6,11,1,0,17,2,3,1,11,0,7,0,2,0,4,2,6,175
NEUROD2,16,1,4,32,24,22,3,3,4,4,3,4,7,5,22,11,7,15,2,9,6,3,11,16,24
NEUROD4,2,27,1,0,1,12,8,0,0,4,0,17,9,0,0,0,67,28,47,10,5,1,20,6,13
NEUROD6,0,3,4,0,0,2,0,1,0,2,0,9,1,0,0,0,0,4,0,3,0,0,0,7,3
NEUROG1,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0
NEUROG2,5,1,14,4,3,5,8,3,0,2,0,5,0,1,1,0,2,6,0,1,0,0,0,1,1
NEUROG3,0,0,5,0,6,2,1,0,0,2,1,1,1,1,0,0,1,1,0,7,2,0,1,2,2
NFAT5,7669,4470,6137,22850,21484,7288,12639,13224,8333,2960,6854,4947,16438,5196,27937,17875,34918,12917,6524,27946,6670,4945,7099,14400,18519
NFATC1,2745,1518,2232,1819,2586,1484,4209,3579,1656,4450,2762,1300,4629,2983,1774,3180,2909,3332,4137,2111,4427,1730,4833,2636,2257
NFATC2,1596,3077,1957,2345,1970,1956,5242,4450,773,2468,2553,649,6550,1719,751,4096,7555,3630,6280,1701,1335,674,1090,2410,2214
NFATC3,2497,3520,3644,1822,3597,3907,4817,4737,3492,2179,3062,1719,5114,4186,3974,6108,4756,2256,2721,4006,1371,1443,1552,3126,5111
NFATC4,7708,955,11790,2364,5684,2984,7864,3608,5559,3731,1778,995,5829,2994,3491,7686,4083,4875,3496,4334,6480,813,7202,7946,9118
NFE2,65,0,74,8,6,27,30,51,13,99,91,8,96,22,42,142,156,46,55,13,35,4,9,90,17
NFE2L1,39564,45756,58779,36870,65494,88279,81381,61803,42863,56098,55102,47521,70250,55670,51985,67858,49330,43907,65992,53028,34595,35288,37539,45656,58126
NFE2L2,16091,7348,20781,10801,39769,19527,33144,24072,17805,19337,8444,12999,28488,18043,12252,32512,37273,19585,25374,21753,13445,12317,13717,19729,18812
NFE2L3,3585,5990,2212,4234,6241,5909,2605,2755,6774,4277,1610,7566,2182,1996,3953,2914,3301,4438,1377,4360,3143,3151,2726,3137,3058
NFIA,10927,8849,16591,16157,8912,13314,13112,9851,12417,14624,11357,7922,12670,15617,9639,17707,9250,13536,14229,9745,10671,12798,10544,15816,12473
NFIB,24499,37099,24206,23394,20412,23191,22398,26888,32814,23736,28745,42222,26667,26117,28494,24765,17385,18618,31036,41266,18734,35908,16497,25614,30036
NFIC,22853,22869,23435,26968,19346,32515,41565,30450,29947,26810,32486,40982,39693,30347,20241,33845,16099,22113,52143,27651,24237,15244,25701,28387,31474
NFIL3,10789,9910,6801,2199,13398,7836,17489,5923,7205,70606,5331,3868,11609,7859,8289,36381,20600,11276,47685,5797,11649,10120,8732,15933,5708
NFIX,32172,31533,41942,53432,48006,76041,76356,47141,24899,63062,51336,53370,80603,87479,55157,85913,44004,49125,89175,24236,45339,73917,46500,65136,56452
NFKB1,12085,3978,8817,9925,12524,11812,15345,17800,6127,8667,15557,12683,16238,7572,9185,17903,48036,16616,12860,10005,7203,5305,7272,11597,9199
NFKB2,27117,8086,14362,12832,17978,17619,11758,21615,18782,17635,12153,9043,17044,16541,12972,16193,50663,21214,11361,12725,20597,20063,20224,13884,10627
NFX1,7677,13676,9710,11706,11607,8938,12365,12535,20241,11332,15791,16680,15673,12980,16373,13118,17210,10960,12875,15119,11860,11577,10361,11631,10145
NFXL1,3807,4230,2653,6399,5921,5126,3549,4255,4273,5709,5174,5285,3950,4119,5250,5606,7328,5439,3650,4407,4954,5329,4171,6047,7169
NFYB,16643,6886,9501,9086,12722,12273,15738,11920,11024,9817,12105,9355,12487,9546,8205,12261,8202,8162,12177,9259,10724,11458,7555,8714,14488
NFYC,15918,10284,11289,11684,7819,8731,9139,9615,8088,14168,9843,10151,9418,10144,8787,9468,8551,10191,11416,8943,11078,6752,9467,9250,8076
NHLH1,29,37,109,142,20,13,9,11,86,5,23,49,16,34,77,31,49,166,36,54,155,325,86,115,18
NHLH2,37,4,8,47,47,12,63,13,5,5,2,107,97,12,19,34,24,26,9,29,8,0,5,7,59
NKRF,2846,5798,3269,3139,3748,3400,3914,2915,3997,3738,3796,4299,3444,3534,3571,3717,3181,3520,2299,2924,2975,3489,3666,3111,2830
NKX1-2,0,0,1,0,1,5,0,3,0,0,0,4,1,2,0,7,0,1,1,2,0,0,0,13,4
NKX2-1,7,0,601,1,6,8,417,16,102,10,7,133,2,9,0,3,0,12,19,2637,0,9,12,3,5
NKX2-2,307,18,11,437,6,13,78,3,0,5,3,1146,7,2,0,1,2,22,0,15,3,250,18,30,32
NKX2-3,5,37,93,180,95,1776,101,58,183,553,112,370,473,581,1158,827,57,467,9,180,82,619,289,815,25
NKX2-4,0,0,0,0,0,0,1,0,0,1,0,49,0,0,0,0,0,1,0,0,0,0,0,6,1
NKX2-5,1,0,0,17,1,34,2,1,0,29,1,1,24,97,0,2,0,0,1,1,0,2,4,2,4
NKX2-6,8,6,11,1,20,4,2,0,7,12,3,1,43,4,4,0,3,5,1,0,12,8,3,5,19
NKX2-8,12,1,2,50,11,11,61,11,3,3,3,12,53,21,10,81,14,4,17,25,7,6,0,2,20
NKX3-1,159967,262116,208166,137285,195871,272523,223740,110693,267776,321045,233846,211646,235246,268337,291280,151600,94847,182185,315084,239745,204101,199188,155122,157375,219987
NKX3-2,560,56,326,431,140,264,106,30,39,44,444,555,172,75,52,113,26,95,63,452,98,1058,35,142,178
NKX6-1,80,2,44,3,156,172,8,1,26,22,5,1429,2,6,0,8,74,279,205,531,10,295,8,2,3
NKX6-2,0,0,5,0,0,1,2,0,0,4,0,2,0,14,1,1,0,0,4,2,0,0,0,8,2
NKX6-3,17,13,4,0,5,7,87,7,71,8,3,11,8,8,5,7,55,11,12,17,13,3,18,5,90
NOBOX,1,1,1,3,0,5,1,1,1,2,0,12,2,1,2,0,0,3,0,4,0,0,0,9,5
NOTO,5,28,6,2,1,7,1,2,1,8,2,3,3,2,8,0,5,9,5,5,1,1,8,7,2
NPAS1,266,57,117,122,89,101,73,31,83,157,36,38,62,78,40,61,149,52,124,84,85,169,105,115,43
NPAS2,5418,10617,3524,2001,11605,3842,8698,4198,3429,7556,8340,4713,9241,4100,11443,15803,27786,7214,10676,16049,7367,2555,4469,13815,9356
NPAS3,923,13,566,59,522,289,454,362,274,182,116,103,549,152,106,764,215,416,536,277,311,317,166,437,1172
NPAS4,69,6,340,120,92,23,83,23,16,33,8,7,142,26,43,343,99,387,32,88,199,2,367,372,182
NR0B1,2,0,2,0,7,3,1,5,2,1,5,6,4,1,0,4,4,13,1,2,0,3,2,6,1
NR1D1,1689,423,8218,1237,3039,2945,6002,2450,1483,2336,667,1871,2387,2317,838,1579,1470,1092,2309,1266,1042,542,2382,1739,4092
NR1D2,6746,682,12485,11432,12526,14282,16108,14400,9438,9817,8140,8358,13743,8911,7798,11087,11417,10527,11852,9715,5374,9703,7590,9610,14955
NR1H2,14997,10837,13642,13610,9307,13819,19037,15126,11454,18053,14881,14938,16287,15495,10640,18496,12572,12857,14433,10755,14338,11441,13879,11463,11050
NR1H3,4080,1235,6688,3404,3051,2540,4431,3578,3260,4882,2855,1384,3919,4771,3043,4581,2713,4450,3186,3954,5103,3282,6277,5383,2338
NR1H4,45,6,23,1,6,10,20,1,5,12,3,6,5,340,0,18,4,21,6,6,9,215,48,51,6
NR1I2,13,55,26,38,20,16,53,6,92,21,15,39,32,21,16,34,32,48,17,43,36,15,30,35,39
NR1I3,267,112,152,235,197,115,68,104,89,99,141,155,158,94,171,163,223,158,124,210,163,137,138,176,184
NR2C1,5758,1268,5089,9106,9295,2278,2625,2788,2204,2374,3567,3432,3775,3426,3227,3830,5607,5084,1696,7492,6967,4870,4213,5645,6105
NR2C2,2208,1555,1514,2074,5534,1402,2281,2614,1657,689,2818,1951,2957,1203,3462,3062,4479,2394,1296,3384,2929,2124,1694,3389,3535
NR2E1,0,5,4,3,0,11,43,17,7,3,34,10,29,0,12,2,12,39,12771,32,0,0,4,11,47
NR2F1,10813,174,17635,2023,15448,7781,20644,17789,3538,4540,2757,2380,15065,12614,4518,17200,6614,5921,6498,7008,13501,5407,9458,13319,18334
NR2F2,16402,7877,21152,13089,19851,19961,27341,32629,15372,15957,14035,17006,22949,22882,15568,22705,11128,14335,19913,13491,16187,11114,13908,24795,37216
NR2F6,17683,15271,15690,16037,8591,10343,12269,10468,15315,23990,15430,15603,16549,17334,8702,13431,8256,9976,15000,10105,10991,14736,11517,9549,8178
NR3C1,7209,408,6830,2002,9838,6559,15955,13985,1583,6701,3111,2490,16165,6518,9202,14318,13715,10136,15409,13512,7529,1206,7704,8083,11920
NR3C2,2146,2169,2010,6111,2511,3444,2961,2085,2144,2390,2050,1715,3213,1766,1858,2563,1066,1942,1129,2251,980,4630,997,1979,2609
NR4A1,24639,16264,125621,30921,318244,14078,98815,33521,47883,73298,5610,11010,39118,35785,17804,101203,51079,81007,39656,34713,294706,15980,168009,309132,103334
NR4A2,2665,451,7872,2237,24539,1563,13692,4355,3802,10843,796,3254,3504,4003,1464,21511,5406,3864,8718,3660,24155,753,14177,30902,11051
NR4A3,400,138,1689,724,2630,768,8702,1413,1255,9871,404,234,4756,2987,279,14887,6216,4954,9024,1773,6442,94,8985,10980,1493
NR5A1,20,3,6,18,35,16,2,0,10,2,1,3,1,13,0,5,0,14,2,8,6,21,5,10,86
NR5A2,690,213,3678,354,866,771,1327,1444,157,1465,803,369,1814,545,705,1927,965,1294,773,528,525,1945,670,1193,1217
NR6A1,744,1046,667,2390,1473,292,363,328,2091,305,295,185,1562,803,1125,1183,3045,2219,101,2138,1054,1929,1762,2023,2168
NRF1,6660,5194,4835,4331,7569,3289,3867,3068,4022,3174,3501,4478,4258,3139,3417,4612,3861,4259,3681,4067,5367,5380,4186,3789,4658
NRL,443,69,368,424,235,430,364,277,205,498,302,269,355,317,267,417,294,335,496,401,385,283,273,271,335
