gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
ZNF395,8730,17113,5369,7804,15972,11907,11582,8313,6839,13638,10176,9266,12010,11003,14044,14314,5520,8464,10259,12188,12233,7296,7970,10658,14690
ZNF396,1148,1393,893,1292,1208,1323,820,819,1631,1289,1949,1070,1405,1167,1387,1220,613,1052,1008,1015,1837,1193,952,847,1122
ZNF397,2737,3435,3269,5572,6046,3376,4240,3640,9343,1872,4715,4756,4742,3559,7450,4742,6596,5773,2887,7782,3940,4629,2712,6482,5539
ZNF398,4738,5422,4884,4286,6560,6010,4433,4450,7062,3411,7257,6711,6456,5406,4453,4846,3981,3890,7080,4363,3721,6302,5095,4185,4924
ZNF404,1050,1417,1327,4276,985,856,941,1010,1351,1690,554,1033,937,2084,2393,917,1661,3873,1324,3885,3526,2103,1159,495,1428
ZNF407,3718,3472,2861,2581,3902,2495,4682,3465,3386,2600,3458,4194,4529,3150,3276,4394,3939,2785,2333,3713,2610,1829,2141,4002,4658
ZNF408,2951,2729,2781,2916,2067,3273,2656,2509,2620,3669,3692,4387,2926,2836,2076,1964,1910,2428,3315,2271,2079,2716,2775,2107,1682
ZNF41,2614,1746,2927,4035,2998,2626,3064,3341,2465,1935,3981,2778,3495,3274,3870,3572,3852,3632,3013,3301,3006,2169,2942,3568,5486
ZNF410,342,337,541,516,354,350,399,286,489,207,236,510,402,276,629,352,810,690,450,763,583,521,469,581,616
ZNF414,5536,2108,3959,4090,2613,3403,3460,2338,2666,4649,3067,4557,3084,3582,2282,2465,2205,3262,3348,2859,3752,2199,3964,2551,2489
ZNF415,2128,4259,2247,2302,2327,2212,2554,2188,803,1833,1604,2187,2864,738,2921,2756,2289,3021,3336,3111,3210,2454,2229,3051,2728
ZNF416,1589,1517,1102,1110,970,1191,1072,1314,954,1086,1629,2246,1267,1318,1117,1366,959,965,1245,928,960,978,772,957,1139
ZNF417,2181,3411,1769,3381,4175,2052,2426,2327,2541,1006,2814,2198,3380,1670,5301,3187,6162,3513,1933,5080,3514,2946,2722,4237,4232
ZNF418,3465,3038,1721,3308,3084,1639,1202,1667,2009,1174,847,2617,2013,1273,2874,2085,2794,3013,1176,3431,3216,1761,2149,2294,3393
ZNF419,6510,3478,4227,5897,3764,2938,2397,4136,3522,2460,2085,5835,3160,2197,4757,2774,6059,5522,3313,6527,6506,5005,5372,3669,3931
ZNF420,2605,3225,2041,3599,2087,2156,1849,2514,2295,2233,3594,3338,2269,2676,2493,2762,2258,2815,2069,2332,2658,3142,1630,2421,2307
ZNF423,1382,81,3467,303,1677,1393,4090,2718,333,935,663,507,2738,1816,445,3114,904,1433,1301,928,1471,311,1156,2517,2212
ZNF425,1845,1861,1254,1098,1918,2113,1111,867,1783,648,1651,596,1397,1733,938,866,541,820,2053,676,1233,1834,851,874,1741
ZNF426,860,1800,997,1135,2001,1423,1898,1881,1598,735,2111,1727,1943,1077,1706,2166,2400,1085,1463,1581,738,1315,706,1759,1998
ZNF428,6920,6621,8804,8261,4380,8033,9249,6825,5831,12741,4701,11414,6916,7872,4985,7451,4395,6060,8428,5414,9059,4002,6277,5193,4993
ZNF429,1429,1927,1704,3157,2428,2266,2449,1959,1907,1405,3054,2114,2970,2398,2684,2354,2513,2408,2637,3303,2347,1800,1577,3002,2634
ZNF43,4202,5398,4405,10081,6332,8703,5663,7029,6811,3679,8491,8778,7727,5828,5592,5501,5076,5185,6831,8278,8997,5791,5224,7377,6567
ZNF430,1720,1713,1543,3204,2691,2909,2421,3732,1850,2365,3022,2434,4021,1902,2624,3237,2553,2009,2404,2861,2148,1784,1568,3051,2316
ZNF431,2365,2096,1985,3324,3327,3061,2310,2791,2806,1613,2556,2794,3151,1654,3597,2397,3263,2334,1812,4556,2709,1690,2739,3702,3096
ZNF432,6097,10304,9157,25399,12366,5653,5275,7409,3882,4183,5170,17250,11611,4694,12204,7959,14262,23206,5212,14932,15178,6966,13947,15703,9463
ZNF433,3574,2259,2016,2089,1748,2147,1761,1238,3722,1696,1513,1739,1974,1806,1906,1668,1683,2010,1990,2084,3102,2828,3125,1965,2142
ZNF436,7745,6215,6507,31400,26109,7692,9322,9956,7523,3929,12783,7245,13897,7024,7135,8212,8350,5263,10296,7622,4858,4984,3593,7761,8144
ZNF438,1779,1115,2105,801,2215,1550,2643,1773,1124,1898,1908,1536,1765,1625,1464,1416,1697,1484,2229,2348,2038,1561,1461,2285,1824
ZNF439,1055,181,1156,4804,2613,1911,1360,2268,291,342,702,2723,1680,535,575,1868,2089,1626,1287,2181,1491,249,1010,1454,4551
ZNF44,4792,6264,4848,4908,6436,3802,3251,2854,5315,3402,2496,5313,4015,3571,5557,4015,4002,6248,2440,5613,6439,5442,5159,4324,4218
ZNF440,6101,5688,3889,7293,8067,6574,3764,3514,5986,2611,6166,4362,4706,4750,5047,5284,7994,4725,5929,4433,5709,5503,6534,8440,6478
ZNF441,2547,2155,2166,2269,7000,3184,2247,2319,2687,1199,2502,1739,2937,2092,3325,2848,1836,1784,2286,2413,3011,3981,2411,2567,3845
ZNF442,488,455,540,480,370,540,686,362,698,432,402,359,531,540,550,534,367,514,388,617,454,465,387,455,498
ZNF443,1631,1697,1691,1969,1814,1244,1277,1142,2034,1416,1292,2609,1351,1494,1401,1512,1307,1655,1247,2073,1692,1742,1587,1371,1545
ZNF444,24555,10171,16053,14538,9739,12412,10267,8691,13114,20661,5197,8388,9939,10419,16233,12207,9370,10475,10660,11561,14446,15506,10470,14782,8774
ZNF445,5945,7632,7152,10128,10052,6727,7124,6401,6270,3651,7920,8526,8753,6287,11109,8786,10348,8174,6526,11164,9178,7243,6977,9616,12648
ZNF446,5821,3375,4248,4780,3510,3801,3139,2713,4291,5197,2167,3902,3724,4317,3792,4021,5911,5566,4363,3027,4630,4377,3109,3914,4197
ZNF449,2013,3748,2106,3883,6069,1544,1273,1973,3796,1389,2372,1230,2176,1682,4821,2084,4643,4745,1600,3499,4663,2890,3654,4344,5196
ZNF45,3266,5626,2963,3329,3329,4393,3496,4014,2704,2239,2081,3919,4197,3361,4089,3871,3710,3379,2825,4361,3290,3508,2181,3910,3823
ZNF451,7456,7209,9465,15257,9068,8473,9343,11612,9036,7924,11726,11411,9187,8769,17185,10793,17032,15101,12932,13576,12282,11125,9562,13205,11667
ZNF454,147,28,369,357,531,173,264,293,79,67,95,86,460,134,129,286,214,236,511,240,246,97,112,353,212
ZNF460,744,673,383,345,887,898,1315,413,700,374,415,567,675,338,557,885,2157,825,1188,857,343,246,343,523,887
ZNF461,2298,2346,1387,1903,2226,1332,1061,1247,1242,825,1471,1485,1441,1339,1541,1410,1449,1626,1240,1738,1774,1643,1313,1661,2246
ZNF462,7937,8209,8202,8882,7159,10278,7456,7086,7570,3829,7972,7246,8870,8663,16399,6437,7626,11710,11541,10153,8822,9455,9949,13112,16239
ZNF467,7089,2625,3779,5897,1600,4785,3065,4699,5402,1380,294,9978,2863,2345,1855,1125,2193,1931,8313,4481,1707,2899,2561,1850,2743
ZNF468,5909,6241,2870,5036,5329,10610,4696,5777,3736,2943,6351,5497,6294,3908,6531,6069,4607,4130,4857,4818,3801,4566,3343,4339,4550
ZNF469,601,59,1719,396,1488,654,1511,1393,232,2477,692,139,1640,576,357,1841,2107,821,875,441,694,346,455,2116,1431
ZNF470,3647,2669,2659,4915,2868,3358,2042,2822,1922,1701,3599,3720,2791,2696,3574,2603,3259,2848,2521,2988,2654,2465,2045,2712,2578
ZNF471,4928,5483,4990,8669,8058,3674,3471,3628,4115,3108,2983,3970,3628,3949,6878,4205,5242,7457,3151,9217,8527,7149,3920,6619,6423
ZNF473,3735,2365,2319,1898,12954,1694,2816,2314,2219,3131,2345,5559,3055,3739,20490,8788,2942,20498,1819,2207,5865,7252,3547,3872,2194
ZNF474,46,109,26,72,66,43,62,17,57,39,30,62,20,136,27,19,63,95,89,67,28,83,41,168,46
ZNF479,1,1,1,0,0,5,4,1,0,1,2,25,4,3,7,1,0,2,0,4,0,0,1,13,2
ZNF48,5263,2459,4108,3499,2149,3082,2854,2765,2695,3738,5541,4983,3062,3577,2268,2850,1862,1951,2500,1980,2365,3928,1932,2366,2499
ZNF480,3588,6789,4277,8672,4938,4167,4583,5973,4745,5375,7633,7920,5612,4557,4456,6411,5906,5556,5246,5398,5128,5693,4145,4262,3648
ZNF483,206,153,186,350,515,351,935,481,252,56,255,190,521,130,281,754,375,401,188,1528,551,307,229,414,499
ZNF484,838,1911,747,862,1551,1742,1202,1113,932,615,1073,864,1564,944,1093,1377,1593,1013,1231,1277,1037,917,819,1068,1602
ZNF485,1317,2197,1396,1491,1338,1413,755,1132,2347,1396,2204,977,930,1145,2016,1187,1595,1545,730,1698,1217,1668,913,1464,1131
ZNF486,573,20,272,1084,554,1409,1360,1148,133,240,2060,1322,2035,340,709,1517,1181,1056,304,1334,337,64,435,1045,631
ZNF487,1956,944,845,1150,2226,1415,1248,658,998,1202,740,546,1060,1075,697,851,876,1146,1073,901,1564,1004,872,1069,1459
ZNF490,151,166,217,333,284,373,225,299,262,109,439,198,308,280,394,350,348,325,149,320,173,193,185,382,321
ZNF491,1672,2050,1028,1095,1574,1250,503,548,932,546,835,1209,732,827,1005,765,491,582,670,934,1476,1655,686,1304,1223
ZNF492,63,39,51,59,94,31,48,38,21,58,26,40,61,110,49,40,59,86,21,193,50,26,48,73,58
ZNF493,3707,4385,3965,8023,6491,3788,3381,4876,4106,3292,6166,4679,4949,4107,7089,5053,5541,6574,4034,8796,6565,5115,4773,6255,6798
ZNF496,7746,4958,8487,11064,8948,7676,9402,11458,10315,7139,10352,12144,9341,8619,9242,10445,11278,9289,6763,9338,7579,8044,5394,10241,9804
ZNF497,2232,1168,789,1248,1070,1091,665,460,1250,812,895,861,834,1115,1180,507,472,1001,974,914,1048,1464,649,1003,980
ZNF500,4002,4174,3549,5082,4419,4560,4229,4034,3986,3071,5536,5956,4224,3214,3810,4262,3779,3610,3077,4391,3601,3948,2899,4483,3652
ZNF501,402,2128,599,1299,2206,1169,1329,1681,1551,818,2298,922,1755,1722,1720,1609,1084,985,1957,592,277,1961,782,1631,1773
ZNF502,3611,2341,2235,2610,4612,2355,2339,2373,4155,2564,3621,1765,2899,1844,3197,2815,2411,3461,2950,1921,2973,4940,3337,3196,3527
ZNF503,7838,6345,8290,48968,4113,7383,6305,3675,7711,9766,15919,14013,14558,5361,12330,12029,3057,12253,5391,3403,11555,20775,3639,7010,5971
ZNF506,4346,5098,4920,8970,5085,4288,4323,4537,4185,3536,6470,6564,5066,3348,6131,4791,7786,7782,4465,8397,7236,5157,4804,6132,6181
ZNF507,7236,6569,6128,8740,13749,7150,7589,8088,8431,5968,9338,8092,8323,6128,11530,9069,8577,7266,4556,9869,7210,9619,7766,9170,9856
ZNF510,2661,8963,3197,6452,3662,2716,3599,4430,4692,2603,4700,4266,4233,3384,5577,4247,5094,4248,3953,5626,3688,4798,3121,5037,3054
ZNF511,8815,6454,6214,11787,3454,12556,5463,10722,10063,31733,10945,7031,6166,7865,5197,7983,3547,5987,4024,6494,6578,10693,5041,5474,4071
ZNF512,3431,8016,9114,11775,5265,6194,7121,7395,5954,7785,7469,382,5837,4293,9260,8270,7565,9584,5815,5174,10819,4789,5983,8238,4585
ZNF512B,13030,20864,11952,20180,9632,6714,7525,8434,11065,6001,6481,17612,10144,8535,12138,12716,11945,11129,8736,11785,10525,4764,8392,10908,10788
ZNF513,7533,9915,7095,7814,7917,5209,7869,4726,6140,5597,6106,7739,6116,4972,6888,6788,6766,7316,8357,8689,9910,6342,7523,5659,5166
ZNF514,5932,4028,3805,10143,6219,2617,3311,2859,4481,2804,3448,4573,4197,3743,10421,5507,7923,8626,3473,7742,9048,3363,4799,8541,8177
ZNF516,3918,132,5445,900,4451,2195,11237,4098,784,1288,736,739,7238,2153,1828,7796,4141,2905,2404,4444,2712,213,4561,6392,7330
ZNF517,4136,4939,4310,4833,4062,3340,2283,2461,3921,2635,4651,3592,3342,2753,3508,2664,2481,4481,4000,3086,3290,11148,2823,6013,3802
ZNF518A,8477,10652,9791,18601,15293,9736,5242,7403,10991,7548,8651,4792,8681,6918,16493,7590,11369,14008,4943,13404,12382,23852,8504,11117,15167
ZNF518B,7005,13420,4151,5926,8081,10715,7227,14186,5808,3116,10916,8293,10147,4981,5391,8792,11774,7059,9267,7007,4425,3516,4157,9056,17076
ZNF519,859,879,608,1260,1213,529,473,562,801,264,293,572,596,445,826,577,664,572,430,1272,1256,718,920,851,1633
ZNF521,686,101,565,242,1328,1159,1332,2025,206,1237,526,215,2127,975,659,1233,265,458,664,389,464,87,411,978,2151
ZNF524,7044,7664,4862,4594,4598,5138,4632,6137,4781,12136,4477,6055,3732,6159,3751,4259,2793,3276,4319,2591,4067,4214,4203,3452,3441
ZNF525,3134,9169,2477,4711,8023,2691,3687,4023,2701,1832,3492,9905,5446,5123,6239,5546,3487,3225,3641,3761,4868,5172,3059,4060,4441
ZNF526,2484,3901,2829,3098,2718,2808,2921,3267,2948,3005,2686,4843,3366,3663,3082,3514,3306,1506,3155,2695,2287,2604,2178,2947,2640
ZNF527,1864,3841,1555,2882,2265,1684,1398,2277,2237,1343,1612,1623,1723,1239,2217,1883,1855,2432,1217,2512,1957,1148,1317,1755,2074
ZNF528,8371,9071,5898,11473,11407,6073,6845,5864,5788,4411,4549,7973,7234,4844,11537,5952,9363,12855,4850,16662,13253,6490,7203,8754,10875
ZNF529,5245,5669,4920,9373,6067,3256,3192,3803,4222,3317,4308,4855,4194,3089,6107,4347,6980,7922,3055,6576,7206,5814,5274,5612,6402
ZNF530,1485,1500,776,1409,1194,844,562,1069,1004,621,852,956,1106,776,916,786,1041,928,693,1212,1241,918,1070,1047,1621
ZNF532,38436,18723,32343,30580,35886,48991,26542,27715,32440,6554,16648,10810,41047,16897,41171,38827,39273,32088,27779,46492,26621,3789,32577,40326,38382
ZNF534,113,81,79,161,81,62,105,117,56,43,102,116,65,62,94,92,55,98,53,219,70,137,71,129,97
ZNF536,366,2,515,6,237,59,594,161,58,70,25,74,157,237,42,557,70,135,111,193,186,18,142,271,461
ZNF541,63,1280,341,13,54,135,102,47,525,521,44,187,81,295,35,89,9,201,178,73,1010,239,200,366,774
ZNF543,1769,2208,1179,1770,1296,2277,1618,1558,1579,993,1444,2223,1754,1235,1593,1517,1596,1573,1397,1640,1103,1252,996,1400,1755
ZNF544,9039,8627,7259,9953,5778,7157,5385,6550,7524,5676,6925,9915,6710,3098,7449,6922,5021,9149,7337,7331,9008,8166,7258,7247,5618
ZNF546,729,332,1252,2345,678,491,585,752,947,657,699,796,770,839,1486,767,950,1385,417,1308,1676,726,988,1797,713
ZNF548,3068,2931,2744,3318,4590,2862,3100,2917,2621,1852,2843,3741,3144,2931,2969,3193,3758,3550,3023,3420,3624,3088,2630,3589,4010
ZNF549,3651,3869,3019,4017,3346,2525,2288,3157,2700,1823,3413,5622,2884,2474,4473,3577,3926,4480,2287,5213,3690,3625,3156,3333,3991
ZNF550,5438,6867,2441,4112,5674,3579,4344,6477,3781,2397,3666,8780,4481,2889,6137,6140,8330,4848,3093,7996,3559,4934,1986,3488,4261
ZNF551,1284,1496,1189,1596,1582,1206,1271,1641,1296,905,1351,2264,2141,1493,2039,1817,1857,1490,1083,1426,1009,1253,723,1434,1511
ZNF552,6416,3316,3294,7415,4741,5894,4097,6049,5346,2811,5671,4797,6814,4247,5044,6643,8680,8510,4509,6556,5036,6045,3567,5261,4921
ZNF554,2086,1613,1417,2373,1795,1617,1313,1539,1883,1536,1977,1557,2002,1441,2092,1672,863,1591,1229,1563,2324,1880,1895,2246,2867
ZNF555,1137,1517,944,1858,1889,1443,1287,1550,1082,1057,1856,1869,1868,1410,1568,1815,1374,1624,1620,1430,1148,642,1067,1567,2550
ZNF556,34,20,16,30,379,24,10,17,45,9,11,97,36,22,31,27,24,131,21,31,18,20,20,48,46
ZNF557,1560,1196,1264,1975,1446,1390,973,1336,1264,860,2090,1835,1541,1510,1718,1339,1579,1528,1071,1556,1024,1632,1103,2707,1509
ZNF558,4095,3955,4392,9181,6467,4180,3776,4024,4770,2754,7217,4079,5376,4153,6238,5287,7403,6387,3728,5910,6407,5544,6783,6358,6098
ZNF560,3,1616,40,33,1038,193,194,0,1,14,5,9,25,29,16,870,937,22,1174,10,1,1257,1359,33,1027
ZNF561,5596,8408,7461,12069,6038,8769,13083,9666,8395,6322,9996,13488,11677,11119,11400,10606,11904,8998,9762,13339,7159,6007,9075,9091,9062
ZNF562,5438,14382,6843,7364,7397,8038,6852,8031,12641,4722,12714,8595,8601,5242,9367,8940,13626,9560,7461,9664,5090,5889,5702,8984,10908
ZNF563,1308,1724,1350,1316,1372,1641,1363,1025,1117,1896,588,1113,1405,1091,1966,1436,850,1320,1265,2300,1646,1387,794,1265,1089
ZNF564,72,110,91,72,99,114,143,107,105,68,122,94,150,130,120,130,79,81,101,109,73,78,64,95,148
ZNF565,1012,1149,843,1048,1037,856,724,778,979,638,1046,839,869,746,1101,929,1179,1055,781,1099,1216,784,1010,1412,1132
ZNF566,2373,3026,2350,4114,3130,2362,1514,2501,3170,1963,2856,3432,2221,2528,3364,2637,2709,2909,2145,3086,3353,3363,2456,3103,3696
ZNF567,2144,2359,1732,2556,2878,1665,1900,1820,2044,1104,2019,1696,2189,1683,1980,2202,2689,2599,1754,2546,2312,1572,1328,1824,2328
ZNF568,2247,2109,1664,3128,2323,2716,2124,2535,1903,1960,3028,2801,2086,2412,2767,2577,2440,2626,2443,3008,3300,3240,1967,2864,2917
ZNF569,1653,1734,1276,3174,1401,1372,1475,2167,1322,1188,1848,1865,1452,1848,1428,1434,1472,1659,2372,1780,1638,1433,824,1511,1818
ZNF57,1062,957,598,1631,1091,977,1254,826,1397,1554,1142,1284,1522,1234,1193,1396,723,1384,1206,817,1092,1012,1550,1394,1982
ZNF570,670,809,555,764,964,1077,809,1194,912,483,1147,683,822,780,800,867,759,618,789,873,369,490,375,729,1079
ZNF571,1451,1322,1553,4019,1318,2194,1383,1795,1702,1502,3082,1273,1748,1629,1975,1407,2195,2889,1378,3001,1761,1673,1419,2052,3281
ZNF572,174,1072,212,469,663,939,473,440,1288,352,1842,47,548,624,852,734,523,514,119,298,345,2125,211,1120,982
ZNF573,395,356,203,427,632,556,490,445,374,199,436,339,524,331,898,572,743,466,267,943,261,238,222,658,979
ZNF574,4213,4341,4354,3796,3313,3956,4170,3880,3769,4926,4179,6918,4944,5373,3693,4822,3630,3568,4818,2509,4161,4353,3887,4408,3556
ZNF575,631,430,597,399,242,360,450,287,326,690,328,272,388,541,328,236,242,395,344,434,335,191,295,364,385
ZNF576,3397,4148,3087,2601,2862,4679,4453,3695,3550,4719,3159,3678,4233,3652,3280,4674,3334,3047,4294,2734,3333,2987,2732,2447,2547
ZNF577,6531,14095,6766,17735,14965,5062,4999,5247,6700,3246,5204,14574,6364,4473,15933,6162,9349,12386,3501,13380,25700,8413,12627,10128,17888
ZNF578,155,85,116,231,308,95,168,147,142,80,339,63,176,96,212,233,151,311,285,198,232,239,177,189,501
ZNF579,5522,6727,5314,4877,3227,3573,4225,2417,3283,6555,3416,5591,3884,4226,2656,3520,2907,3014,3907,2614,3481,2918,3394,3316,2722
ZNF580,12159,11336,11637,9028,7573,7164,5427,3766,3985,7612,6216,5280,4713,5019,8976,4721,5851,9318,6899,10031,9071,6534,6943,7210,7499
ZNF581,5816,6605,6869,2950,2234,5373,3036,5807,5112,9424,5955,7856,2636,4478,2658,2873,1388,1965,2897,2278,2110,5764,2294,2204,2345
ZNF582,1422,1422,1267,3084,970,1461,1171,1199,1035,1255,1455,1975,1173,2301,1476,1451,1748,1795,1177,1388,1301,1869,1038,1602,931
ZNF583,2119,3481,1643,2904,2025,2036,1056,1833,1955,1088,1969,3073,1143,1560,1640,1609,2224,1837,1570,1791,1499,1578,902,1766,1569
ZNF584,3465,1537,2176,2755,1319,1387,1264,1878,2303,2319,1825,2396,2633,2166,1839,2758,1342,1721,1875,1562,2175,1648,1906,1909,1913
ZNF585A,1859,1733,2064,4857,2541,1873,2040,2484,1305,1514,2238,2419,2207,1851,4574,3134,2757,3482,1290,3640,2480,2023,1574,2646,2956
ZNF585B,3717,2050,3822,6451,3587,2933,3333,3367,2614,2948,4484,2888,3512,3209,4257,3145,4178,4869,2832,4582,5750,4226,3125,5028,4454
ZNF586,2648,3330,2761,3073,2853,2056,2525,1877,2390,1621,1670,2842,2144,2174,2536,2553,3700,3097,2339,4032,2755,2312,2146,2346,2587
ZNF587,8712,9715,5333,12399,8623,5451,6093,5550,10216,4189,7275,8090,8740,4290,14858,8128,16178,12717,5625,13801,11646,6004,8825,10057,11670
ZNF589,12039,8682,6314,8801,9560,11648,6322,5190,7388,21476,3216,3754,11827,8190,10378,19046,8399,12052,8859,4658,10567,20874,6326,24388,13494
ZNF592,10844,11245,9337,8948,10685,8639,10605,11648,9063,6524,9783,16028,11314,8729,10089,11824,9333,8108,9437,9964,9467,6169,7764,9980,13642
ZNF594,3747,2911,3407,8525,4967,4782,2692,2535,1881,2832,3134,3296,2648,1765,4934,2672,2373,3162,2121,5379,4645,2370,1531,3565,4218
ZNF596,2236,1200,1978,3474,5042,1902,1184,785,1651,805,748,731,1019,1670,1549,787,935,1357,981,2036,2314,378,1735,1288,2940
ZNF597,409,485,424,534,549,541,571,472,515,197,542,829,788,313,601,603,971,506,378,655,301,445,133,603,582
ZNF598,11156,8594,10304,11310,12959,8026,8306,9017,14148,11265,13830,13351,10425,7903,7853,10258,14531,12131,7677,7616,9168,8993,11571,7922,7953
ZNF599,2802,4163,2231,4856,2140,4233,2251,3897,1610,3049,3227,3124,2121,1731,3664,2593,1904,3646,1823,3083,2609,1448,1291,2115,3122
ZNF600,5098,3096,1388,2558,4606,1616,1685,1853,2897,2114,1090,1912,2622,1561,2280,2225,2102,3422,2070,2341,6740,2787,3430,2509,2709
ZNF605,4779,7257,5702,8944,6781,4985,4416,5465,5277,2908,4832,6251,6152,3920,7872,5053,6768,7488,5597,8022,6418,12173,4081,7579,7050
ZNF606,8784,5754,4670,7219,5938,4652,4245,4728,4702,3595,6525,4930,4225,4078,5370,4673,4739,7279,5006,6891,6663,6241,3617,4261,6255
ZNF607,3174,3283,2592,3586,3039,2166,1404,1983,2529,2330,3237,2476,2261,2812,3199,1650,1681,3223,2071,2655,2938,3797,2023,2720,3432
ZNF608,880,48,3074,2101,10043,2518,3897,2054,137,2278,1438,5458,3593,3363,5000,4588,2954,3256,5121,6547,3732,876,1463,4019,1726
ZNF609,9362,10037,11472,10500,11807,18890,18578,17724,16584,13900,13463,18552,18406,17852,18863,21510,20068,11538,11958,16048,9469,8342,8113,14643,18824
ZNF610,1521,1280,1945,4386,1464,1194,1859,2601,1449,1770,2746,3574,1805,1583,1779,1756,1654,2543,2486,3084,2509,2989,2029,2249,1166
ZNF611,2182,3695,1421,1941,5319,1777,2093,1786,1432,1099,2089,1746,2593,1427,2604,2677,2499,2529,1955,3204,2515,1762,1901,2730,3311
ZNF613,10347,7827,10657,18831,11188,10589,6927,8354,3061,4130,13263,13643,8398,5676,10872,7739,6078,8230,5660,7267,15280,7544,7907,11435,9429
ZNF614,4939,7464,5943,17229,8035,7836,6695,5027,4082,2143,7451,30653,8600,5740,11686,10759,9577,9694,4929,14442,6792,3793,5815,6206,6358
ZNF615,7875,7442,11700,32145,18530,11399,9619,11236,4951,4260,13182,30388,13598,7757,18319,13676,8722,14931,6576,13856,17543,12082,12221,15366,12883
ZNF616,2311,6466,3356,4194,3441,3786,3176,3606,2206,2311,6372,7960,4166,4348,3718,3390,3420,3061,3158,3900,3841,3840,3414,4032,3282
ZNF618,3021,6645,5055,1461,7552,3340,4312,8910,7143,5955,5034,8701,6137,8171,9360,7273,4093,4504,1485,6114,3997,9938,4535,7685,8024
ZNF619,1237,2395,1054,1258,1664,1317,1091,1124,1255,568,1895,1301,1960,1176,1252,1446,1247,979,981,1211,1340,1148,676,1488,1577
ZNF620,806,862,934,1016,1045,855,543,876,1056,509,823,657,860,801,1007,955,790,812,343,869,1123,896,604,831,840
ZNF621,2631,7195,3505,7048,8577,4933,4512,5108,3536,1944,5955,4165,6061,3104,7139,5782,7320,5251,3219,6564,5497,4757,3029,5754,9314
ZNF623,3034,6076,3231,4686,9311,3705,4294,3918,6268,1847,10742,4900,6609,4492,5348,4547,4860,3504,5167,5321,2584,11241,1987,7642,5498
ZNF624,808,606,750,1210,1167,998,746,813,607,575,1443,954,1022,591,981,728,752,608,598,1063,748,466,361,1001,1063
ZNF626,4112,5281,3176,12114,4867,3526,3901,4773,3279,1754,19650,6448,4976,3440,3799,3849,5065,5046,5994,6430,4205,2379,1827,7609,4794
ZNF627,5280,4665,4083,6199,5174,6736,5220,5137,5273,4055,7459,7366,5526,5499,5024,4852,3949,3482,5972,4388,5383,5914,4122,4751,4512
ZNF628,1639,2085,1540,1772,1423,2264,1799,1222,1435,2147,1182,2634,1812,1833,1128,1503,978,1210,1694,988,1125,1195,1384,1418,1571
ZNF629,2347,2989,2826,2491,3220,3132,3687,3226,2141,1968,9064,5903,5327,3621,3419,5320,3968,2684,3617,3190,1698,2952,1921,3644,3358
ZNF630,6585,1384,1444,1657,1972,1938,1146,1133,1069,795,1396,1913,1194,1017,1373,1003,1488,1663,1809,1693,1850,1104,1410,1350,2816
ZNF639,11122,7235,6831,7374,9785,8963,7166,7796,8477,7929,9081,9593,9284,8003,6600,8439,7494,6534,8605,6422,10371,9306,7519,7753,12777
ZNF641,5125,2791,5122,3153,5467,3589,6815,6529,7819,3584,6867,6690,6440,3617,6867,5465,7147,4881,2975,7850,3521,2997,3769,4770,6213
ZNF644,7458,7178,7636,9307,10358,10735,11241,13177,6648,8242,10762,14269,10917,5837,9134,12183,10895,7825,11553,7238,7797,5209,5501,8293,8428
ZNF646,4457,5596,4738,7358,5947,5214,5210,5556,4663,5077,10368,8144,6699,5604,5633,5639,5526,5037,4398,5563,4911,7455,3777,7038,5945
ZNF648,4,1,11,18,14,11,1,0,0,9,3,3,2,0,0,5,96,15,2,2,3,1,5,21,3
ZNF649,4654,7423,9322,11561,10637,5668,8370,8982,4764,2049,6018,20226,8803,8003,13386,7587,9649,6117,11120,11500,8555,4575,6265,7852,12822
ZNF652,15733,23507,17648,25859,15534,22869,6952,10317,14265,24723,16739,11675,10354,20324,13186,11976,9889,16848,11026,13509,25995,28783,16386,28767,20700
ZNF654,3578,7850,3922,7278,5501,4610,4742,5347,4344,3726,5365,6452,6681,3555,5237,5165,6534,4069,7456,5559,6729,4510,3489,4166,5172
ZNF655,5860,389,5863,11876,9148,3347,9664,5591,2722,1820,16044,622,10548,2622,26859,16810,32397,17195,8562,6727,5237,681,4051,7637,7642
ZNF660,405,79,577,1073,528,333,929,644,248,152,531,163,971,155,418,782,910,912,341,438,1619,444,530,908,1411
ZNF662,1796,83,4183,432,2264,1425,2829,3824,3065,230,3236,128,2309,408,760,4401,5183,8224,1176,2011,12515,103,4825,2786,2240
ZNF665,803,784,252,887,1452,522,666,617,416,398,726,626,868,499,1065,701,640,713,470,1012,725,918,546,745,974
ZNF667,8615,8954,4328,10867,5389,4759,2620,2723,5666,3276,3347,5144,2994,3581,7328,2761,4764,4743,2968,8398,3974,9644,4546,5303,9517
ZNF668,2371,2270,2364,2403,1532,2171,2054,1696,1829,2583,3176,2909,1887,2149,1573,1602,1371,1650,2537,1883,1666,1970,1747,1427,1861
ZNF669,861,925,649,845,1451,1178,928,953,1058,636,1571,1660,1064,928,987,964,1098,781,1017,1034,671,808,358,962,926
